Year,City,Sport,Discipline,Country,Gender,Event,Medal
1998,Nagano,Skiing,Cross Country Skiing,NOR,Men,4X10KM Relay,Gold
1998,Nagano,Skiing,Cross Country Skiing,NOR,Women,4X5KM Relay,Silver
1998,Nagano,Skiing,Cross Country Skiing,RUS,Women,4X5KM Relay,Gold
1998,Nagano,Skiing,Freestyle Skiing,BLR,Men,Aerials,Bronze
1998,Nagano,Skiing,Freestyle Skiing,CHN,Women,Aerials,Silver
1998,Nagano,Skiing,Freestyle Skiing,FIN,Men,Moguls,Bronze
1998,Nagano,Skiing,Freestyle Skiing,FIN,Men,Moguls,Silver
1998,Nagano,Skiing,Freestyle Skiing,FRA,Men,Aerials,Silver
1998,Nagano,Skiing,Freestyle Skiing,GER,Women,Moguls,Silver
1998,Nagano,Skiing,Freestyle Skiing,JPN,Women,Moguls,Gold
1998,Nagano,Skiing,Freestyle Skiing,NOR,Women,Moguls,Bronze
1998,Nagano,Skiing,Freestyle Skiing,SUI,Women,Aerials,Bronze
1998,Nagano,Skiing,Freestyle Skiing,USA,Men,Aerials,Gold
1998,Nagano,Skiing,Freestyle Skiing,USA,Men,Moguls,Gold
1998,Nagano,Skiing,Freestyle Skiing,USA,Women,Aerials,Gold
1998,Nagano,Skiing,Nordic Combined,FIN,Men,Individual,Silver
1998,Nagano,Skiing,Nordic Combined,NOR,Men,Individual,Gold
1998,Nagano,Skiing,Nordic Combined,RUS,Men,Individual,Bronze
1998,Nagano,Skiing,Nordic Combined,FIN,Men,Team,Silver
1998,Nagano,Skiing,Nordic Combined,FRA,Men,Team,Bronze
1998,Nagano,Skiing,Nordic Combined,NOR,Men,Team,Gold
1998,Nagano,Skiing,Ski Jumping,AUT,Men,K90 Individual (70M),Bronze
1998,Nagano,Skiing,Ski Jumping,FIN,Men,K120 Individual (90M),Silver
1998,Nagano,Skiing,Ski Jumping,FIN,Men,K90 Individual (70M),Gold
1998,Nagano,Skiing,Ski Jumping,JPN,Men,K120 Individual (90M),Bronze
1998,Nagano,Skiing,Ski Jumping,JPN,Men,K120 Individual (90M),Gold
1998,Nagano,Skiing,Ski Jumping,JPN,Men,K90 Individual (70M),Silver
1998,Nagano,Skiing,Ski Jumping,AUT,Men,K120 Team (90M),Bronze
1998,Nagano,Skiing,Ski Jumping,GER,Men,K120 Team (90M),Silver
1998,Nagano,Skiing,Ski Jumping,JPN,Men,K120 Team (90M),Gold
1998,Nagano,Skiing,Snowboard,AUT,Women,Giant-Slalom,Bronze
1998,Nagano,Skiing,Snowboard,CAN,Men,Giant-Slalom,Gold
1998,Nagano,Skiing,Snowboard,FRA,Women,Giant-Slalom,Gold
1998,Nagano,Skiing,Snowboard,GER,Women,Giant-Slalom,Silver
1998,Nagano,Skiing,Snowboard,GER,Women,Half-Pipe,Gold
1998,Nagano,Skiing,Snowboard,ITA,Men,Giant-Slalom,Silver
1998,Nagano,Skiing,Snowboard,NOR,Men,Half-Pipe,Silver
1998,Nagano,Skiing,Snowboard,NOR,Women,Half-Pipe,Silver
1998,Nagano,Skiing,Snowboard,SUI,Men,Giant-Slalom,Bronze
1998,Nagano,Skiing,Snowboard,SUI,Men,Half-Pipe,Gold
1998,Nagano,Skiing,Snowboard,USA,Men,Half-Pipe,Bronze
1998,Nagano,Skiing,Snowboard,USA,Women,Half-Pipe,Bronze
2002,Salt Lake City,Biathlon,Biathlon,AUT,Men,10KM,Bronze
2002,Salt Lake City,Biathlon,Biathlon,BUL,Women,10KM Pursuit,Bronze
2002,Salt Lake City,Biathlon,Biathlon,FRA,Men,12.5Km Pursuit,Silver
2002,Salt Lake City,Biathlon,Biathlon,GER,Men,10KM,Silver
2002,Salt Lake City,Biathlon,Biathlon,GER,Men,12.5Km Pursuit,Bronze
2002,Salt Lake City,Biathlon,Biathlon,GER,Men,20KM,Silver
2002,Salt Lake City,Biathlon,Biathlon,GER,Women,10KM Pursuit,Silver
2002,Salt Lake City,Biathlon,Biathlon,GER,Women,15KM,Gold
2002,Salt Lake City,Biathlon,Biathlon,GER,Women,7.5KM,Gold
2002,Salt Lake City,Biathlon,Biathlon,GER,Women,7.5KM,Silver
2002,Salt Lake City,Biathlon,Biathlon,NOR,Men,10KM,Gold
2002,Salt Lake City,Biathlon,Biathlon,NOR,Men,12.5Km Pursuit,Gold
2002,Salt Lake City,Biathlon,Biathlon,NOR,Men,20KM,Gold
2002,Salt Lake City,Biathlon,Biathlon,NOR,Women,15KM,Silver
2002,Salt Lake City,Biathlon,Biathlon,RUS,Men,20KM,Bronze
2002,Salt Lake City,Biathlon,Biathlon,RUS,Women,10KM Pursuit,Gold
2002,Salt Lake City,Biathlon,Biathlon,SWE,Women,15KM,Bronze
2002,Salt Lake City,Biathlon,Biathlon,SWE,Women,7.5KM,Bronze
2002,Salt Lake City,Biathlon,Biathlon,FRA,Men,4X7.5KM Relay,Bronze
2002,Salt Lake City,Biathlon,Biathlon,GER,Men,4X7.5KM Relay,Silver
2002,Salt Lake City,Biathlon,Biathlon,GER,Women,4X7.5KM Relay,Gold
2002,Salt Lake City,Biathlon,Biathlon,NOR,Men,4X7.5KM Relay,Gold
2002,Salt Lake City,Biathlon,Biathlon,NOR,Women,4X7.5KM Relay,Silver
2002,Salt Lake City,Biathlon,Biathlon,RUS,Women,4X7.5KM Relay,Bronze
2002,Salt Lake City,Bobsleigh,Bobsleigh,GER,Men,Four-Man,Gold
2002,Salt Lake City,Bobsleigh,Bobsleigh,GER,Men,Two-Man,Gold
2002,Salt Lake City,Bobsleigh,Bobsleigh,GER,Women,Two-Man,Bronze
2002,Salt Lake City,Bobsleigh,Bobsleigh,GER,Women,Two-Man,Silver
2002,Salt Lake City,Bobsleigh,Bobsleigh,SUI,Men,Two-Man,Bronze
2002,Salt Lake City,Bobsleigh,Bobsleigh,SUI,Men,Two-Man,Silver
2002,Salt Lake City,Bobsleigh,Bobsleigh,USA,Men,Four-Man,Bronze
2002,Salt Lake City,Bobsleigh,Bobsleigh,USA,Men,Four-Man,Silver
2002,Salt Lake City,Bobsleigh,Bobsleigh,USA,Women,Two-Man,Gold
2002,Salt Lake City,Bobsleigh,Skeleton,AUT,Men,Individual,Silver
2002,Salt Lake City,Bobsleigh,Skeleton,GBR,Women,Individual,Bronze
2002,Salt Lake City,Bobsleigh,Skeleton,SUI,Men,Individual,Bronze
2002,Salt Lake City,Bobsleigh,Skeleton,USA,Men,Individual,Gold
2002,Salt Lake City,Bobsleigh,Skeleton,USA,Women,Individual,Gold
2002,Salt Lake City,Bobsleigh,Skeleton,USA,Women,Individual,Silver
2002,Salt Lake City,Curling,Curling,CAN,Men,Curling,Silver
2002,Salt Lake City,Curling,Curling,CAN,Women,Curling,Bronze
2002,Salt Lake City,Curling,Curling,GBR,Women,Curling,Gold
2002,Salt Lake City,Curling,Curling,NOR,Men,Curling,Gold
2002,Salt Lake City,Curling,Curling,SUI,Men,Curling,Bronze
2002,Salt Lake City,Curling,Curling,SUI,Women,Curling,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,CAN,Men,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,CAN,Women,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,RUS,Men,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,SWE,Women,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,USA,Men,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,USA,Women,Ice Hockey,Silver
2002,Salt Lake City,Luge,Luge,AUT,Men,Singles,Bronze
2002,Salt Lake City,Luge,Luge,GER,Men,Singles,Silver
2002,Salt Lake City,Luge,Luge,GER,Women,Singles,Bronze
2002,Salt Lake City,Luge,Luge,GER,Women,Singles,Gold
2002,Salt Lake City,Luge,Luge,GER,Women,Singles,Silver
2002,Salt Lake City,Luge,Luge,ITA,Men,Singles,Gold
2002,Salt Lake City,Luge,Luge,GER,Men,Doubles,Gold
2002,Salt Lake City,Luge,Luge,USA,Men,Doubles,Bronze
2002,Salt Lake City,Luge,Luge,USA,Men,Doubles,Silver
2002,Salt Lake City,Skating,Figure skating,CAN,Men,Pairs,Gold
2002,Salt Lake City,Skating,Figure skating,CAN,Women,Pairs,Gold
2002,Salt Lake City,Skating,Figure skating,CHN,Men,Pairs,Bronze
2002,Salt Lake City,Skating,Figure skating,CHN,Women,Pairs,Bronze
2002,Salt Lake City,Skating,Figure skating,FRA,Men,Ice Dancing,Gold
2002,Salt Lake City,Skating,Figure skating,FRA,Women,Ice Dancing,Gold
2002,Salt Lake City,Skating,Figure skating,ITA,Men,Ice Dancing,Bronze
2002,Salt Lake City,Skating,Figure skating,ITA,Women,Ice Dancing,Bronze
2002,Salt Lake City,Skating,Figure skating,RUS,Men,Ice Dancing,Silver
2002,Salt Lake City,Skating,Figure skating,RUS,Men,Individual,Gold
2002,Salt Lake City,Skating,Figure skating,RUS,Men,Individual,Silver
2002,Salt Lake City,Skating,Figure skating,RUS,Men,Pairs,Gold
2002,Salt Lake City,Skating,Figure skating,RUS,Women,Ice Dancing,Silver
2002,Salt Lake City,Skating,Figure skating,RUS,Women,Individual,Silver
2002,Salt Lake City,Skating,Figure skating,RUS,Women,Pairs,Gold
2002,Salt Lake City,Skating,Figure skating,USA,Men,Individual,Bronze
2002,Salt Lake City,Skating,Figure skating,USA,Women,Individual,Bronze
2002,Salt Lake City,Skating,Figure skating,USA,Women,Individual,Gold
2002,Salt Lake City,Skating,Short Track Speed Skating,AUS,Men,1000M,Gold
2002,Salt Lake City,Skating,Short Track Speed Skating,BUL,Women,1500M,Bronze
2002,Salt Lake City,Skating,Short Track Speed Skating,BUL,Women,500M,Silver
2002,Salt Lake City,Skating,Short Track Speed Skating,CAN,Men,1000M,Bronze
2002,Salt Lake City,Skating,Short Track Speed Skating,CAN,Men,1500M,Bronze
2002,Salt Lake City,Skating,Short Track Speed Skating,CAN,Men,500M,Gold
2002,Salt Lake City,Skating,Short Track Speed Skating,CAN,Men,500M,Silver
2002,Salt Lake City,Skating,Short Track Speed Skating,CHN,Men,1500M,Silver
2002,Salt Lake City,Skating,Short Track Speed Skating,CHN,Women,1000M,Bronze
2002,Salt Lake City,Skating,Short Track Speed Skating,CHN,Women,1000M,Gold
2002,Salt Lake City,Skating,Short Track Speed Skating,CHN,Women,500M,Bronze
2002,Salt Lake City,Skating,Short Track Speed Skating,CHN,Women,500M,Gold
2002,Salt Lake City,Skating,Short Track Speed Skating,KOR,Women,1000M,Silver
2002,Salt Lake City,Skating,Short Track Speed Skating,KOR,Women,1500M,Gold
2002,Salt Lake City,Skating,Short Track Speed Skating,KOR,Women,1500M,Silver
2002,Salt Lake City,Skating,Short Track Speed Skating,USA,Men,1000M,Silver
2002,Salt Lake City,Skating,Short Track Speed Skating,USA,Men,1500M,Gold
2002,Salt Lake City,Skating,Short Track Speed Skating,USA,Men,500M,Bronze
2002,Salt Lake City,Skating,Short Track Speed Skating,CAN,Men,5000M Relay,Gold
2002,Salt Lake City,Skating,Short Track Speed Skating,CAN,Women,3000M Relay,Bronze
2002,Salt Lake City,Skating,Short Track Speed Skating,CHN,Men,5000M Relay,Bronze
2002,Salt Lake City,Skating,Short Track Speed Skating,CHN,Women,3000M Relay,Silver
2002,Salt Lake City,Skating,Short Track Speed Skating,ITA,Men,5000M Relay,Silver
2002,Salt Lake City,Skating,Short Track Speed Skating,KOR,Women,3000M Relay,Gold
2002,Salt Lake City,Skating,Speed skating,CAN,Women,3000M,Bronze
2002,Salt Lake City,Skating,Speed skating,CAN,Women,5000M,Bronze
2002,Salt Lake City,Skating,Speed skating,CAN,Women,500M,Gold
2002,Salt Lake City,Skating,Speed skating,GER,Men,5000M,Bronze
2002,Salt Lake City,Skating,Speed skating,GER,Women,1000M,Silver
2002,Salt Lake City,Skating,Speed skating,GER,Women,1500M,Gold
2002,Salt Lake City,Skating,Speed skating,GER,Women,1500M,Silver
2002,Salt Lake City,Skating,Speed skating,GER,Women,3000M,Gold
2002,Salt Lake City,Skating,Speed skating,GER,Women,5000M,Gold
2002,Salt Lake City,Skating,Speed skating,GER,Women,500M,Bronze
2002,Salt Lake City,Skating,Speed skating,GER,Women,500M,Silver
2002,Salt Lake City,Skating,Speed skating,JPN,Men,500M,Silver
2002,Salt Lake City,Skating,Speed skating,NED,Men,10000M,Gold
2002,Salt Lake City,Skating,Speed skating,NED,Men,10000M,Silver
2002,Salt Lake City,Skating,Speed skating,NED,Men,1000M,Gold
2002,Salt Lake City,Skating,Speed skating,NED,Men,1000M,Silver
2002,Salt Lake City,Skating,Speed skating,NED,Men,1500M,Silver
2002,Salt Lake City,Skating,Speed skating,NED,Men,5000M,Gold
2002,Salt Lake City,Skating,Speed skating,NED,Women,3000M,Silver
2002,Salt Lake City,Skating,Speed skating,NED,Women,5000M,Silver
2002,Salt Lake City,Skating,Speed skating,NOR,Men,10000M,Bronze
2002,Salt Lake City,Skating,Speed skating,NOR,Men,1500M,Bronze
2002,Salt Lake City,Skating,Speed skating,USA,Men,1000M,Bronze
2002,Salt Lake City,Skating,Speed skating,USA,Men,1500M,Gold
2002,Salt Lake City,Skating,Speed skating,USA,Men,5000M,Silver
2002,Salt Lake City,Skating,Speed skating,USA,Men,500M,Bronze
2002,Salt Lake City,Skating,Speed skating,USA,Men,500M,Gold
2002,Salt Lake City,Skating,Speed skating,USA,Women,1000M,Bronze
2002,Salt Lake City,Skating,Speed skating,USA,Women,1000M,Gold
2002,Salt Lake City,Skating,Speed skating,USA,Women,1500M,Bronze
2002,Salt Lake City,Skiing,Alpine Skiing,AUT,Men,Alpine Combined,Bronze
2002,Salt Lake City,Skiing,Alpine Skiing,AUT,Men,Downhill,Bronze
2002,Salt Lake City,Skiing,Alpine Skiing,AUT,Men,Downhill,Gold
2002,Salt Lake City,Skiing,Alpine Skiing,AUT,Men,Giant Slalom,Gold
2002,Salt Lake City,Skiing,Alpine Skiing,AUT,Men,Slalom,Bronze
2002,Salt Lake City,Skiing,Alpine Skiing,AUT,Men,Super-G,Bronze
2002,Salt Lake City,Skiing,Alpine Skiing,AUT,Men,Super-G,Silver
2002,Salt Lake City,Skiing,Alpine Skiing,AUT,Women,Alpine Combined,Silver
2002,Salt Lake City,Skiing,Alpine Skiing,AUT,Women,Downhill,Bronze
2002,Salt Lake City,Skiing,Alpine Skiing,CRO,Women,Alpine Combined,Gold
2002,Salt Lake City,Skiing,Alpine Skiing,CRO,Women,Giant Slalom,Gold
2002,Salt Lake City,Skiing,Alpine Skiing,CRO,Women,Slalom,Gold
2002,Salt Lake City,Skiing,Alpine Skiing,CRO,Women,Super-G,Silver
2002,Salt Lake City,Skiing,Alpine Skiing,FRA,Men,Slalom,Gold
2002,Salt Lake City,Skiing,Alpine Skiing,FRA,Men,Slalom,Silver
2002,Salt Lake City,Skiing,Alpine Skiing,FRA,Women,Downhill,Gold
2002,Salt Lake City,Skiing,Alpine Skiing,FRA,Women,Slalom,Silver
2002,Salt Lake City,Skiing,Alpine Skiing,GER,Women,Alpine Combined,Bronze
2002,Salt Lake City,Skiing,Alpine Skiing,ITA,Women,Downhill,Silver
2002,Salt Lake City,Skiing,Alpine Skiing,ITA,Women,Super-G,Bronze
2002,Salt Lake City,Skiing,Alpine Skiing,ITA,Women,Super-G,Gold
2002,Salt Lake City,Skiing,Alpine Skiing,NOR,Men,Alpine Combined,Gold
2002,Salt Lake City,Skiing,Alpine Skiing,NOR,Men,Downhill,Silver
2002,Salt Lake City,Skiing,Alpine Skiing,NOR,Men,Giant Slalom,Bronze
2002,Salt Lake City,Skiing,Alpine Skiing,NOR,Men,Super-G,Gold
2002,Salt Lake City,Skiing,Alpine Skiing,SUI,Women,Giant Slalom,Bronze
2002,Salt Lake City,Skiing,Alpine Skiing,SWE,Women,Giant Slalom,Silver
2002,Salt Lake City,Skiing,Alpine Skiing,SWE,Women,Slalom,Bronze
2002,Salt Lake City,Skiing,Alpine Skiing,USA,Men,Alpine Combined,Silver
2002,Salt Lake City,Skiing,Alpine Skiing,USA,Men,Giant Slalom,Silver
2002,Salt Lake City,Skiing,Cross Country Skiing,AUT,Men,30KM Mass Start,Gold
2002,Salt Lake City,Skiing,Cross Country Skiing,AUT,Men,30KM Mass Start,Silver
2002,Salt Lake City,Skiing,Cross Country Skiing,CAN,Women,5Km Pursuit,Gold
2002,Salt Lake City,Skiing,Cross Country Skiing,CZE,Women,15KM Mass Start,Silver
2002,Salt Lake City,Skiing,Cross Country Skiing,CZE,Women,5Km Pursuit,Silver
2002,Salt Lake City,Skiing,Cross Country Skiing,EST,Men,15KM,Bronze
2002,Salt Lake City,Skiing,Cross Country Skiing,EST,Men,15KM,Gold
2002,Salt Lake City,Skiing,Cross Country Skiing,EST,Men,50KM,Silver
2002,Salt Lake City,Skiing,Cross Country Skiing,GER,Men,Sprint 1.5KM,Silver
2002,Salt Lake City,Skiing,Cross Country Skiing,GER,Women,5Km Pursuit,Bronze
2002,Salt Lake City,Skiing,Cross Country Skiing,GER,Women,Sprint 1.5KM,Silver
2002,Salt Lake City,Skiing,Cross Country Skiing,ITA,Men,Sprint 1.5KM,Bronze
2002,Salt Lake City,Skiing,Cross Country Skiing,ITA,Women,10KM,Bronze
2002,Salt Lake City,Skiing,Cross Country Skiing,ITA,Women,15KM Mass Start,Gold
2002,Salt Lake City,Skiing,Cross Country Skiing,ITA,Women,30KM,Gold
2002,Salt Lake City,Skiing,Cross Country Skiing,ITA,Women,30KM,Silver
2002,Salt Lake City,Skiing,Cross Country Skiing,NOR,Men,15KM,Silver
2002,Salt Lake City,Skiing,Cross Country Skiing,NOR,Men,30KM Mass Start,Bronze
2002,Salt Lake City,Skiing,Cross Country Skiing,NOR,Men,50KM,Bronze
2002,Salt Lake City,Skiing,Cross Country Skiing,NOR,Men,Sprint 1.5KM,Gold
2002,Salt Lake City,Skiing,Cross Country Skiing,NOR,Women,10KM,Gold
2002,Salt Lake City,Skiing,Cross Country Skiing,NOR,Women,30KM,Bronze
2002,Salt Lake City,Skiing,Cross Country Skiing,NOR,Women,Sprint 1.5KM,Bronze
2002,Salt Lake City,Skiing,Cross Country Skiing,RUS,Men,50KM,Gold
2002,Salt Lake City,Skiing,Cross Country Skiing,RUS,Women,10KM,Silver
2002,Salt Lake City,Skiing,Cross Country Skiing,RUS,Women,15KM Mass Start,Bronze
2002,Salt Lake City,Skiing,Cross Country Skiing,RUS,Women,Sprint 1.5KM,Gold
2002,Salt Lake City,Skiing,Cross Country Skiing,SWE,Men,10KM Pursuit,Bronze
2002,Salt Lake City,Skiing,Cross Country Skiing,GER,Men,4X10KM Relay,Bronze
2002,Salt Lake City,Skiing,Cross Country Skiing,GER,Women,4X5KM Relay,Gold
2002,Salt Lake City,Skiing,Cross Country Skiing,ITA,Men,4X10KM Relay,Silver
2002,Salt Lake City,Skiing,Cross Country Skiing,NOR,Men,10KM Pursuit,Gold
2002,Salt Lake City,Skiing,Cross Country Skiing,NOR,Men,4X10KM Relay,Gold
2002,Salt Lake City,Skiing,Cross Country Skiing,NOR,Women,4X5KM Relay,Silver
2002,Salt Lake City,Skiing,Cross Country Skiing,SUI,Women,4X5KM Relay,Bronze
2002,Salt Lake City,Skiing,Freestyle Skiing,AUS,Women,Aerials,Gold
2002,Salt Lake City,Skiing,Freestyle Skiing,BLR,Men,Aerials,Bronze
2002,Salt Lake City,Skiing,Freestyle Skiing,CAN,Women,Aerials,Bronze
2002,Salt Lake City,Skiing,Freestyle Skiing,CAN,Women,Aerials,Silver
2002,Salt Lake City,Skiing,Freestyle Skiing,CZE,Men,Aerials,Gold
2002,Salt Lake City,Skiing,Freestyle Skiing,FIN,Men,Moguls,Gold
2002,Salt Lake City,Skiing,Freestyle Skiing,FRA,Men,Moguls,Bronze
2002,Salt Lake City,Skiing,Freestyle Skiing,JPN,Women,Moguls,Bronze
2002,Salt Lake City,Skiing,Freestyle Skiing,NOR,Women,Moguls,Gold
2002,Salt Lake City,Skiing,Freestyle Skiing,USA,Men,Aerials,Silver
2002,Salt Lake City,Skiing,Freestyle Skiing,USA,Men,Moguls,Silver
2002,Salt Lake City,Skiing,Freestyle Skiing,USA,Women,Moguls,Silver
2002,Salt Lake City,Skiing,Nordic Combined,AUT,Men,Individual,Bronze
2002,Salt Lake City,Skiing,Nordic Combined,AUT,Men,Sprint,Bronze
2002,Salt Lake City,Skiing,Nordic Combined,FIN,Men,Individual,Gold
2002,Salt Lake City,Skiing,Nordic Combined,FIN,Men,Individual,Silver
2002,Salt Lake City,Skiing,Nordic Combined,FIN,Men,Sprint,Gold
2002,Salt Lake City,Skiing,Nordic Combined,GER,Men,Sprint,Silver
2002,Salt Lake City,Skiing,Nordic Combined,AUT,Men,Team,Bronze
2002,Salt Lake City,Skiing,Nordic Combined,FIN,Men,Team,Gold
2002,Salt Lake City,Skiing,Nordic Combined,GER,Men,Team,Silver
2002,Salt Lake City,Skiing,Ski Jumping,FIN,Men,K120 Individual (90M),Bronze
2002,Salt Lake City,Skiing,Ski Jumping,GER,Men,K90 Individual (70M),Silver
2002,Salt Lake City,Skiing,Ski Jumping,POL,Men,K120 Individual (90M),Silver
2002,Salt Lake City,Skiing,Ski Jumping,POL,Men,K90 Individual (70M),Bronze
2002,Salt Lake City,Skiing,Ski Jumping,SUI,Men,K120 Individual (90M),Gold
2002,Salt Lake City,Skiing,Ski Jumping,SUI,Men,K90 Individual (70M),Gold
2002,Salt Lake City,Skiing,Ski Jumping,FIN,Men,K120 Team (90M),Silver
2002,Salt Lake City,Skiing,Ski Jumping,GER,Men,K120 Team (90M),Gold
2002,Salt Lake City,Skiing,Ski Jumping,SLO,Men,K120 Team (90M),Bronze
2002,Salt Lake City,Skiing,Snowboard,FRA,Women,Giant Parallel Slalom,Gold
2002,Salt Lake City,Skiing,Snowboard,FRA,Women,Giant Parallel Slalom,Silver
2002,Salt Lake City,Skiing,Snowboard,FRA,Women,Half-Pipe,Silver
2002,Salt Lake City,Skiing,Snowboard,ITA,Women,Giant Parallel Slalom,Bronze
2002,Salt Lake City,Skiing,Snowboard,SUI,Men,Giant Parallel Slalom,Gold
2002,Salt Lake City,Skiing,Snowboard,SUI,Women,Half-Pipe,Bronze
2002,Salt Lake City,Skiing,Snowboard,SWE,Men,Giant Parallel Slalom,Silver
2002,Salt Lake City,Skiing,Snowboard,USA,Men,Giant Parallel Slalom,Bronze
2002,Salt Lake City,Skiing,Snowboard,USA,Men,Half-Pipe,Bronze
2002,Salt Lake City,Skiing,Snowboard,USA,Men,Half-Pipe,Gold
2002,Salt Lake City,Skiing,Snowboard,USA,Men,Half-Pipe,Silver
2002,Salt Lake City,Skiing,Snowboard,USA,Women,Half-Pipe,Gold
2006,Turin,Biathlon,Biathlon,FRA,Men,12.5Km Pursuit,Gold
2006,Turin,Biathlon,Biathlon,FRA,Women,7.5KM,Gold
2006,Turin,Biathlon,Biathlon,GER,Men,10KM,Gold
2006,Turin,Biathlon,Biathlon,GER,Men,12.5Km Pursuit,Bronze
2006,Turin,Biathlon,Biathlon,GER,Men,15KM Mass Start,Gold
2006,Turin,Biathlon,Biathlon,GER,Men,20KM,Gold
2006,Turin,Biathlon,Biathlon,GER,Women,10KM Pursuit,Gold
2006,Turin,Biathlon,Biathlon,GER,Women,10KM Pursuit,Silver
2006,Turin,Biathlon,Biathlon,GER,Women,12.5KM Mass Start,Bronze
2006,Turin,Biathlon,Biathlon,GER,Women,12.5KM Mass Start,Silver
2006,Turin,Biathlon,Biathlon,GER,Women,15KM,Silver
2006,Turin,Biathlon,Biathlon,NOR,Men,10KM,Bronze
2006,Turin,Biathlon,Biathlon,NOR,Men,10KM,Silver
2006,Turin,Biathlon,Biathlon,NOR,Men,12.5Km Pursuit,Silver
2006,Turin,Biathlon,Biathlon,NOR,Men,15KM Mass Start,Bronze
2006,Turin,Biathlon,Biathlon,NOR,Men,20KM,Bronze
2006,Turin,Biathlon,Biathlon,NOR,Men,20KM,Silver
2006,Turin,Biathlon,Biathlon,POL,Men,15KM Mass Start,Silver
2006,Turin,Biathlon,Biathlon,RUS,Women,10KM Pursuit,Bronze
2006,Turin,Biathlon,Biathlon,RUS,Women,15KM,Bronze
2006,Turin,Biathlon,Biathlon,RUS,Women,15KM,Gold
2006,Turin,Biathlon,Biathlon,SWE,Women,12.5KM Mass Start,Gold
2006,Turin,Biathlon,Biathlon,SWE,Women,7.5KM,Silver
2006,Turin,Biathlon,Biathlon,UKR,Women,7.5KM,Bronze
2006,Turin,Biathlon,Biathlon,FRA,Men,4X7.5KM Relay,Bronze
2006,Turin,Biathlon,Biathlon,FRA,Women,4X6KM Relay,Bronze
2006,Turin,Biathlon,Biathlon,GER,Men,4X7.5KM Relay,Gold
2006,Turin,Biathlon,Biathlon,GER,Women,4X6KM Relay,Silver
2006,Turin,Biathlon,Biathlon,RUS,Men,4X7.5KM Relay,Silver
2006,Turin,Biathlon,Biathlon,RUS,Women,4X6KM Relay,Gold
2006,Turin,Bobsleigh,Bobsleigh,CAN,Men,Two-Man,Silver
2006,Turin,Bobsleigh,Bobsleigh,GER,Men,Four-Man,Gold
2006,Turin,Bobsleigh,Bobsleigh,GER,Men,Two-Man,Gold
2006,Turin,Bobsleigh,Bobsleigh,GER,Women,Two-Man,Gold
2006,Turin,Bobsleigh,Bobsleigh,ITA,Women,Two-Man,Bronze
2006,Turin,Bobsleigh,Bobsleigh,RUS,Men,Four-Man,Silver
2006,Turin,Bobsleigh,Bobsleigh,SUI,Men,Four-Man,Bronze
2006,Turin,Bobsleigh,Bobsleigh,SUI,Men,Two-Man,Bronze
2006,Turin,Bobsleigh,Bobsleigh,USA,Women,Two-Man,Silver
2006,Turin,Bobsleigh,Skeleton,CAN,Men,Individual,Gold
2006,Turin,Bobsleigh,Skeleton,CAN,Men,Individual,Silver
2006,Turin,Bobsleigh,Skeleton,CAN,Women,Individual,Bronze
2006,Turin,Bobsleigh,Skeleton,GBR,Women,Individual,Silver
2006,Turin,Bobsleigh,Skeleton,SUI,Men,Individual,Bronze
2006,Turin,Bobsleigh,Skeleton,SUI,Women,Individual,Gold
2006,Turin,Curling,Curling,CAN,Men,Curling,Gold
2006,Turin,Curling,Curling,CAN,Women,Curling,Bronze
2006,Turin,Curling,Curling,FIN,Men,Curling,Silver
2006,Turin,Curling,Curling,SUI,Women,Curling,Silver
2006,Turin,Curling,Curling,SWE,Women,Curling,Gold
2006,Turin,Curling,Curling,USA,Men,Curling,Bronze
2006,Turin,Ice Hockey,Ice Hockey,CAN,Women,Ice Hockey,Gold
2006,Turin,Ice Hockey,Ice Hockey,CZE,Men,Ice Hockey,Bronze
2006,Turin,Ice Hockey,Ice Hockey,FIN,Men,Ice Hockey,Silver
2006,Turin,Ice Hockey,Ice Hockey,SWE,Men,Ice Hockey,Gold
2006,Turin,Ice Hockey,Ice Hockey,SWE,Women,Ice Hockey,Silver
2006,Turin,Ice Hockey,Ice Hockey,USA,Women,Ice Hockey,Bronze
2006,Turin,Luge,Luge,GER,Women,Singles,Bronze
2006,Turin,Luge,Luge,GER,Women,Singles,Gold
2006,Turin,Luge,Luge,GER,Women,Singles,Silver
2006,Turin,Luge,Luge,ITA,Men,Singles,Gold
2006,Turin,Luge,Luge,LAT,Men,Singles,Bronze
2006,Turin,Luge,Luge,RUS,Men,Singles,Silver
2006,Turin,Luge,Luge,AUT,Men,Doubles,Gold
2006,Turin,Luge,Luge,GER,Men,Doubles,Silver
2006,Turin,Luge,Luge,ITA,Men,Doubles,Bronze
2006,Turin,Skating,Figure skating,CAN,Men,Individual,Bronze
2006,Turin,Skating,Figure skating,CHN,Men,Pairs,Bronze
2006,Turin,Skating,Figure skating,CHN,Men,Pairs,Silver
2006,Turin,Skating,Figure skating,CHN,Women,Pairs,Bronze
