date,time,longitude,latitude,attack_type,location_description,nearest_country,eez_country,shore_distance,shore_longitude,shore_latitude,vessel_type,vessel_status
1993-04-23,NA,116.7833,21.1666667,NA,Hong Kong - Luzon - Hainan,CHN,TWN,196.9697334,116.0956899,22.82590046,NA,NA
1993-04-23,NA,117.5,20.8,NA,Hong Kong - Luzon - Hainan,CHN,TWN,258.6698845,116.4946879,22.93935241,NA,NA
1993-04-29,NA,126.0333,28.85,NA,East China Sea,JPN,JPN,241.2175085,128.2298283,27.86896393,NA,NA
1993-04-29,NA,114.1833,17.926,NA,300 miles South of Hong Kong. Hong Kong - Luzon - Hainan,CHN,CHN,207.8542609,112.7334091,16.66608308,NA,NA
1993-05-02,NA,124.95,35.2333333,NA,East China Sea,KOR,KOR,73.42519403,125.4212346,34.69708893,NA,NA
1993-05-03,NA,120.05,17.3,NA,South China Sea,PHL,PHL,38.16391116,120.4082137,17.32269929,NA,NA
1993-05-04,NA,115.984,19.3123,NA,235 miles SE of Hong Kong. Hong Kong - Luzon - Hainan,CHN,TWN,349.5862663,114.3025008,22.04486726,NA,NA
1993-05-04,NA,123.85,35.7833333,NA,East China Sea,CHN,KOR,172.4863261,122.5173446,36.90314362,NA,NA
1993-05-17,NA,3.3767,6.45,NA,"16 miles South of Lagos, Nigeria",NGA,NGA,0.745848921,3.37387129,6.456122137,NA,NA
1993-05-19,NA,106,-5.95,NA,"Alongside Prointal Jetty, Indonesia",IDN,IDN,3.580700836,105.9972437,-5.91773854,NA,NA
1993-05-24,NA,100.1667,3.5,NA,Straits of Malacca-Indonesia,IDN,IDN,58.18179192,99.75074304,3.180487372,NA,NA
1993-05-25,NA,108.7167,-5.7833333,NA,Java Sea,IDN,IDN,64.64907938,108.3602691,-6.246400945,NA,NA
1993-05-25,NA,108.4,6.9833333,NA,South China Sea,IDN,VNM,248.3809,108.0051376,4.772365627,NA,NA
1993-06-02,NA,122.1833,37.4333333,NA,Port of Weihaiwei. East China Sea,CHN,CHN,1.284733749,122.1977645,37.43235912,NA,NA
1993-06-03,NA,101.45,1.6766667,NA,Dumai Port. Straits of Malacca-Indonesia,IDN,IDN,4.422683577,101.4270126,1.709295966,NA,NA
1993-06-09,NA,101.9,2.25,NA,Straits of Malacca-Malaysia,MYS,MYS,16.44109515,101.865245,2.39451732,NA,NA
1993-06-09,NA,124.6667,27.6166667,NA,East China Sea,NA,NA,190.6399253,124.5668238,25.89842357,NA,NA
1993-06-11,NA,124.1667,22.75,NA,East China Sea,JPN,JPN,169.7109435,123.8730575,24.25824616,NA,NA
1993-06-11,NA,123.5667,37.7,NA,East China Sea,CHN,CHN,84.03706164,122.688243,37.4098168,NA,NA
1993-06-12,NA,79.8432,6.95,NA,"Colombo Outer Road, Sri Lanka",LKA,LKA,1.450377734,79.84815514,6.962144273,NA,NA
1993-06-13,NA,123.3167,36.8166667,NA,East China Sea,CHN,CHN,70.9440071,122.5327255,36.92593008,NA,NA
1993-06-15,NA,122.9286,29.0791,NA,150NM SE of Shanghai. East China Sea,CHN,CHN,93.28014704,121.9914657,29.25731029,NA,NA
1993-06-16,NA,125.1539,29.2179,NA,East China Sea,CHN,CHN,275.9887222,122.3951929,29.8333194,NA,NA
1993-06-17,NA,127.5,29.7833333,NA,East China Sea,JPN,KOR,196.3917211,129.5276799,29.90232982,NA,NA
1993-06-21,NA,3.3667,6.2833333,NA,Nigeria,NGA,NGA,12.76660309,3.326182488,6.391424872,NA,NA
1993-06-24,NA,111.2333,20.4166667,NA,Hong Kong - Luzon - Hainan,CHN,CHN,55.44484006,110.9206649,20.01203034,NA,NA
1993-06-25,NA,-77.0667,3.8766667,NA,"Inner Anchorage, Buenaventura, Colombia",COL,COL,1.008899726,-77.0685929,3.867743231,NA,NA
1993-06-25,NA,128.6167,35.0666667,NA,East China Sea,KOR,KOR,0.754746603,128.6247665,35.06818268,NA,NA
1993-06-26,NA,110.5833,20.9666667,NA,China,CHN,CHN,1.040183208,110.5896102,20.95937735,NA,NA
1993-06-26,NA,106.5,5.25,NA,South China Sea,IDN,IDN,170.4340586,107.9367782,4.70307038,NA,NA
1993-06-26,NA,116.25,20.7666667,NA,Hong Kong - Luzon - Hainan,CHN,TWN,221.8364662,115.5752189,22.66833597,NA,NA
1993-07-06,NA,115.7,20.0333333,NA,Hong Kong - Luzon - Hainan,CHN,TWN,265.8912454,114.3025008,22.04486726,NA,NA
1993-07-07,NA,99.4333,4.1833333,NA,Straits of Malacca-Indonesia,IDN,IDN,75.01162277,99.07391005,3.608994286,NA,NA
1993-07-07,NA,124.1333,35.3166667,NA,East China Sea,KOR,KOR,135.7884717,125.4056096,34.68256257,NA,NA
1993-07-08,NA,124.1667,35.3333333,NA,East China Sea,KOR,KOR,134.1623893,125.4128524,34.69196198,NA,NA
1993-07-14,NA,115.2167,22.3,NA,Hong Kong - Luzon - Hainan,CHN,CHN,42.12889507,114.9191185,22.56115516,NA,NA
1993-07-15,NA,115.15,22.4,NA,Hong Kong - Luzon - Hainan,CHN,CHN,29.71560231,114.9191185,22.56115516,NA,NA
1993-08-13,NA,115.1,22.1333333,NA,Hong Kong - Luzon - Hainan,CHN,CHN,50.45197051,114.8959664,22.5475244,NA,NA
1993-08-20,NA,112.7467,-7.1885,NA,"Berlian barat, Surabaya, Indonesia",IDN,IDN,1.852101831,112.7451278,-7.205173435,NA,NA
1993-08-28,NA,115.4533,19.5783333,NA,Hong Kong - Luzon - Hainan,CHN,TWN,298.1979649,114.3025008,22.04486726,NA,NA
1993-09-02,NA,98.6767,3.7766667,NA,"Berth 105, Belawan Port, Indonesia",IDN,IDN,4.815190419,98.71062259,3.803778387,NA,NA
1993-09-09,NA,13.965,-5.915,NA,Angola,COD,AGO,86.69204428,13.18433679,-5.856215102,NA,NA
1993-09-11,NA,105,1,NA,Indonesia,IDN,IDN,16.53721606,104.8523055,0.983710028,NA,NA
1993-09-21,NA,120.1667,17.7166667,NA,Hong Kong - Luzon - Hainan,PHL,PHL,20.23933908,120.3532007,17.67812735,NA,NA
1993-09-27,NA,98.6767,3.7766667,NA,"Berth 108-109, Belawan Port, Indonesia",IDN,IDN,4.815190419,98.71062259,3.803778387,NA,NA
1993-09-29,NA,-46.33,-24.1483333,NA,"Outer Road, Santos, Brazil",BRA,BRA,14.29787153,-46.38630124,-24.03004323,NA,NA
1993-10-08,NA,-46.33,-24.1483333,NA,"Outer Road, Santos, Brazil",BRA,BRA,14.29787153,-46.38630124,-24.03004323,NA,NA
1993-10-17,NA,120.2867,18.28,NA,Hong Kong - Luzon - Hainan,PHL,PHL,25.42184835,120.518077,18.21771882,NA,NA
1993-10-19,NA,115.8667,-9.1666667,NA,Indonesia,IDN,IDN,32.97812517,116.0095321,-8.904473566,NA,NA
1993-10-22,NA,106.6667,8.2833333,NA,Kampuchea,VNM,VNM,41.48872685,106.5992945,8.6524112,NA,NA
1993-10-26,NA,-58.17,6.8216667,NA,"Georgetown, Guyana",GUY,GUY,0.636843673,-58.16567949,6.817857164,NA,NA
1993-10-28,NA,98.5833,-4.7333333,NA,Indonesia,IDN,IDN,256.5771124,100.3369247,-3.2225888,NA,NA
1993-11-02,NA,90.8333,22.0833,NA,"Off Brul Reach, Gange River, India",BGD,BGD,6.0976986,90.7747502,22.0759138,NA,NA
1993-11-05,NA,118.3667,19.8666667,NA,Hong Kong - Luzon - Hainan,PHL,TWN,276.6421382,120.5701604,18.50177643,NA,NA
1993-11-12,NA,79.6487,6.9499,NA,"12NM off Colombo Port, Sri Lanka",LKA,LKA,22.08245376,79.84815514,6.962144273,NA,NA
1993-12-04,NA,120.1833,17.95,NA,Hong Kong - Luzon - Hainan,PHL,PHL,26.17542983,120.4253036,17.9024112,NA,NA
1993-12-06,NA,89.3333,1.8333333,NA,Indian Ocean,IDN,NA,715.2368129,95.69263757,2.792059637,NA,NA
1993-12-09,NA,98.6767,3.7766667,NA,"Belawan Port, Indonesia",IDN,IDN,4.815190419,98.71062259,3.803778387,NA,NA
1994-01-02,NA,116.1,22.0166667,Attempted,South China Sea,CHN,CHN,85.61923805,115.8259561,22.74664352,NA,NA
1994-01-05,NA,112.0333,13.6333333,Hijacked,South China Sea,VNM,VNM,253.5601658,111.1965438,15.7753767,NA,NA
1994-01-09,NA,103.4,1.1833333,Attempted,STM-INDO,IDN,IDN,5.975183863,103.3898218,1.130275783,NA,NA
1994-01-09,NA,103.4833,1.3,Boarded,Indonesia,MYS,MYS,2.5660371,103.5040796,1.289943752,NA,NA
1994-01-09,NA,103.45,1.1666667,Boarded,STM-INDO,IDN,IDN,7.813492156,103.3898218,1.130275783,NA,NA
1994-01-10,NA,118.1167,18.5666667,Boarded,HLH Area,PHL,PHL,254.2741924,120.4700627,18.09100983,NA,NA
1994-01-11,NA,91.8267,22.2383333,Attempted,"Chittagong B, Bangladesh",BGD,BGD,0.8313377,91.83472741,22.23761628,NA,NA
1994-01-12,NA,104.0833,1.2333333,Boarded,Singapore Straits,IDN,IDN,5.098464691,104.0905868,1.187811591,NA,NA
1994-01-16,NA,123.9,28.5666667,Boarded,East China Sea,CHN,CHN,198.5581073,121.9583439,29.10187409,NA,NA
1994-01-16,NA,107.0833,10.3,Boarded,Vietnam,VNM,VNM,2.599546049,107.0871688,10.32318757,NA,NA
1994-01-22,NA,32.55,29.8166667,Boarded,"No.8 Suez Canal, Egypt",EGY,EGY,5.333366015,32.6045028,29.82416413,NA,NA
1994-01-25,NA,103.3167,1.25,Boarded,STM-INDO,IDN,IDN,14.25915349,103.3664657,1.131170966,NA,NA
1994-01-25,NA,119.9667,17.6833333,Boarded,HLH Area,PHL,PHL,41.00942032,120.3532007,17.67812735,NA,NA
1994-01-26,NA,-76.7533,17.7366667,NA,"Off Kingston, Jamaica, Carribean",JAM,JAM,21.2955163,-76.61314857,17.87449779,NA,NA
1994-01-27,NA,122.9286,29.0791,NA,East China Sea,CHN,CHN,93.28014704,121.9914657,29.25731029,NA,NA
1994-01-27,NA,121.4,20,Hijacked,HLH Area,PHL,PHL,56.02019796,121.8508407,20.27342357,NA,NA
1994-01-30,NA,110.7667,14.9,Boarded,HLH Area,VNM,VNM,107.257783,111.1941024,15.77610912,NA,NA
1994-02-10,NA,43.1667,11.6666667,Hijacked,Somalia,DJI,DJI,6.285266935,43.15186608,11.61176179,NA,NA
1994-02-16,NA,112.0333,13.6333333,NA,HLH Area,VNM,VNM,253.5601658,111.1965438,15.7753767,NA,NA
1994-02-16,NA,121.5933,15.0133333,Boarded,"Manila Port, Philippines",PHL,PHL,4.431694785,121.5600692,14.98965078,NA,NA
1994-02-21,NA,112.9,12.2833333,Attempted,South China Sea,CHN,CHN,202.7920642,114.2722274,11.04584382,NA,NA
1994-02-27,NA,121.6433,22.9833333,Boarded,HLH Area,TWN,TWN,30.3015704,121.3816024,23.11066315,NA,NA
1994-03-08,NA,116.95,-1.3666667,Boarded,Indonesia,IDN,IDN,14.04081611,116.9576929,-1.239922784,NA,NA
1994-03-12,NA,106.3333,8.4666667,Attempted,Kampuchea,VNM,VNM,34.1164283,106.5783798,8.655462958,NA,NA
1994-03-14,NA,-17.4247,14.676,Boarded,"Dakar Roads, Senegal",SEN,SEN,0.261033934,-17.42682858,14.67487214,NA,NA
1994-03-15,NA,79.7583,6.945,Boarded,Sri Lanka,LKA,LKA,10.10893705,79.84815514,6.962144273,NA,NA
1994-03-20,NA,114.1945,22.555,Hijacked,"TCS No.2 Buoy, Hong Kong (Coded as Hong Kong Port)",CHN,CHN,2.7731864,114.2099716,22.53449128,NA,NA
1994-03-25,NA,116.1167,22.6166667,Attempted,East China Sea,CHN,CHN,23.2708876,116.0956899,22.82590046,NA,NA
1994-03-26,NA,121.6433,25.9833333,Attempted,East China Sea,TWN,TWN,77.79337613,121.5397242,25.28742097,NA,NA
1994-03-26,NA,114.2667,22.1166667,Boarded,East China Sea,CHN,CHN,6.397482952,114.2985946,22.06712474,NA,NA
1994-04-19,NA,110.4717,13.3883333,Boarded,South China Sea,VNM,VNM,121.1358888,109.4650171,12.91331615,NA,NA
1994-04-23,NA,121.22,19.6041667,Attempted,Philippines,PHL,PHL,28.75848418,121.3508407,19.37592194,NA,NA
1994-04-25,NA,106.9025,-6.0976667,Boarded,"Tanjung Priok Roads, Indonesia",IDN,IDN,7.190381219,106.8377385,-6.102715753,NA,NA
1994-05-03,NA,107.3,18.75,Hijacked,Gulf of Tonkin,VNM,CHN,114.7249447,106.4348251,18.12352123,NA,NA
1994-05-08,NA,98.7007,3.7836667,Boarded,"Belawan Roads, Indonesia",IDN,IDN,2.482068608,98.71062259,3.803778387,NA,NA
1994-05-16,NA,-48.4877,-24.637,Boarded,"Santos Roads, Brazil",BRA,BRA,62.48681319,-48.05158444,-25.03679778,NA,NA
1994-05-17,NA,98.7007,3.7836667,Boarded,"Outer Anchorage, Dar Es Salaam, Tanzania",IDN,IDN,2.482068608,98.71062259,3.803778387,NA,NA
1994-05-22,NA,119.95,17.6,Attempted,HLH Area,PHL,PHL,41.03025732,120.3338322,17.55638255,NA,NA
1994-05-24,NA,98.7007,3.7836667,Boarded,"Belawan, Indonesia",IDN,IDN,2.482068608,98.71062259,3.803778387,NA,NA
1994-05-30,NA,-46.305,-24.637,Boarded,"Santos Roads, Brazil",BRA,BRA,67.33122822,-46.59341387,-24.08953216,NA,NA
1994-05-30,NA,98.7007,3.7836667,Boarded,"Belawan Roads, Indonesia",IDN,IDN,2.482068608,98.71062259,3.803778387,NA,NA
1994-05-30,NA,117.5667,0.0833333,Boarded,Indonesia,IDN,IDN,8.356471608,117.5172632,0.140204169,NA,NA
1994-06-04,NA,122.1667,6.1333333,Attempted,Philippines,PHL,PHL,26.84000267,121.9404403,6.046087958,NA,NA
1994-06-07,NA,104.6,1.6666667,NA,Malaysia,MYS,MYS,38.49789725,104.2552189,1.637762762,NA,NA
1994-06-09,NA,-48.4877,-24.637,Boarded,"Alemoa Terminal, Santos, Brazil",BRA,BRA,62.48681319,-48.05158444,-25.03679778,NA,NA
1994-06-13,NA,118.0555,5.815,Boarded,"No.2 Jetty, Sandakan, Malaysia",MYS,MYS,0.761401104,118.0588485,5.808986721,NA,NA
1994-06-15,NA,117.1383,-0.5401667,Boarded,"Samarinda Anchorage, Indonesia",IDN,IDN,33.74762115,117.2815048,-0.809177342,NA,NA
1994-06-19,NA,112.7235,-7.2038333,Boarded,"Wharf 108, Surabaya, Indonesia",IDN,IDN,1.955988514,112.7295028,-7.220472915,NA,NA
1994-07-01,NA,117.6167,0.0333333,Boarded,Indonesia (Documented coordinates 2:00.0N/117:37.0E locates in a forested area. Recoded due N to 2:00.54N in the waterway nearby),IDN,IDN,10.9064988,117.5234481,0.003078518,NA,NA
1994-07-16,NA,114.1945,22.555,Attempted,"South Lamma DG, Hong Kong",CHN,CHN,2.7731864,114.2099716,22.53449128,NA,NA
1994-07-17,NA,119.05,21.25,Attempted,South China Sea,TWN,TWN,187.576441,120.7003687,21.94843171,NA,NA
1994-07-18,NA,-43.1913,-22.8765,Boarded,"Inner Roads, Rio de Janeiro, Brazil",BRA,BRA,2.178646678,-43.17332923,-22.88697682,NA,NA
1994-07-19,NA,115.8667,20.1333333,Attempted,HLH Area,CHN,TWN,266.8439144,114.3025008,22.04486726,NA,NA
1994-07-26,NA,123.1867,29.63,Attempted,East China Sea,CHN,CHN,79.82176086,122.3951929,29.8333194,NA,NA
1994-07-26,NA,118.0833,5.8,Boarded,"Sandakan Anchorage, Malaysia",MYS,MYS,1.718180666,118.0810653,5.815375067,NA,NA
1994-08-02,NA,121.5933,15.0133333,Boarded,"Outer Road, Manila, Philippines",PHL,PHL,4.431694785,121.5600692,14.98965078,NA,NA
1994-08-14,NA,-40.335,-20.3206667,Boarded,"Victoria Roads, Brazil",BRA,BRA,1.243161264,-40.32394785,-20.32483816,NA,NA
1994-08-16,NA,-46.3093,-24.0703333,Boarded,"Santos Roads, 2nm S of Pt. Ross, Brazil (Measured 5km S of port)",BRA,BRA,5.872718951,-46.28766842,-24.02117278,NA,NA
1994-08-19,NA,120.9428,14.5211667,Boarded,"Manila Bay, Philippines",PHL,PHL,3.658996985,120.9703882,14.50189851,NA,NA
1994-08-21,NA,91.806,22.223,Boarded,"Karnaphuli River, Bangladesh",BGD,BGD,1.163908905,91.81690514,22.22028229,NA,NA
1994-08-24,NA,105.9333,-6.0166667,Boarded,Indonesia,IDN,IDN,3.294167977,105.9570419,-5.998711847,NA,NA
1994-08-26,NA,105.9535,-6.0081667,Boarded,"Cigading Port, Indonesia",IDN,IDN,1.1166917,105.9570419,-5.998711847,NA,NA
1994-08-31,NA,104.679,1.5505,Boarded,"Horsburg Lighthouse, Singapore Straits",IDN,MYS,37.74056299,104.5756942,1.225409247,NA,NA
1994-08-31,NA,104.679,1.5505,Boarded,"Horsburg Lighthouse, Singapore Straits",IDN,MYS,37.74056299,104.5756942,1.225409247,NA,NA
1994-09-09,NA,113.4667,18.3666667,Attempted,HLH Area,CHN,CHN,198.942011,112.3370874,16.9320336,NA,NA
1994-09-12,NA,106.8833,20.64,Boarded,"Haiphong Roads, Vietnam",VNM,VNM,9.072476433,106.8059188,20.67755768,NA,NA
1994-09-17,NA,114.1558,22.3193333,Boarded,"SW Lamma Anchorage, Hong Kong",CHN,CHN,0.500998564,114.1595158,22.3222517,NA,NA
1994-09-27,NA,119.0833,19.1333333,Attempted,HLH Area,PHL,PHL,171.4002877,120.5608016,18.48676179,NA,NA
1994-10-03,NA,113.45,11.6166667,Attempted,South China Sea,CHN,CHN,109.7420854,114.2722274,11.04584382,NA,NA
1994-10-10,NA,-4,5.2931667,Boarded,"Abidjan Roads, Ivory Coast",CIV,CIV,1.268660948,-3.999623176,5.30463288,NA,NA
1994-10-16,NA,155.9033,-6.2583333,Attempted,"Bougainville Province, Papau New Guinea",PNG,PNG,15.42236189,155.8133244,-6.364841404,NA,NA
1994-10-20,NA,-80.0867,-2.52,Boarded,"Guayaquil Port, Ecuador",ECU,ECU,4.446084967,-80.05553138,-2.545179946,NA,NA
1994-10-21,NA,112.7235,-7.2038333,Boarded,"Container Pier, Surabaya, Indonesia",IDN,IDN,1.955988514,112.7295028,-7.220472915,NA,NA
1994-10-25,NA,114.1217,22.16,Boarded,Hong Kong Anchorage,CHN,CHN,2.196548724,114.1108505,22.1770694,NA,NA
1994-10-25,NA,112.7235,-7.2038333,Boarded,"Inner Anchorage, Surabaya, Indonesia",IDN,IDN,1.955988514,112.7295028,-7.220472915,NA,NA
1994-10-27,NA,107.3,-3,Boarded,Indonesia,IDN,IDN,12.89001061,107.3984536,-2.938427948,NA,NA
1994-11-03,NA,106.8867,-6.0338333,Boarded,"Jakarta Roads, Indonesia",IDN,IDN,9.348946503,106.8377385,-6.102715753,NA,NA
1994-11-04,NA,-80.0867,-2.52,Boarded,"Guayaquil Port, Ecuador",ECU,ECU,4.446084967,-80.05553138,-2.545179946,NA,NA
1994-11-14,NA,107.2917,-3.025,Boarded,Indonesia,IDN,IDN,15.24744201,107.3984536,-2.938427948,NA,NA
1994-11-15,NA,104.5833,1.4,Boarded,Indonesia,IDN,IDN,19.3238956,104.5756942,1.225409247,NA,NA
1994-11-21,NA,106.8833,-5.9731667,Attempted,"3.7nm from Breakwater, Jakarta, Indonesia",IDN,IDN,13.24579241,106.9990341,-6.003513279,NA,NA
1994-11-22,NA,107.3,-2.8666667,Boarded,Indonesia,IDN,IDN,5.105025692,107.3412922,-2.886858451,NA,NA
1994-11-23,NA,107.2833,-2.9333333,Boarded,Indonesia,IDN,IDN,8.24492587,107.3412922,-2.886858451,NA,NA
1994-11-26,NA,119.7267,16.5533333,Attempted,HLH Area,PHL,PHL,22.51419079,119.8125106,16.36749909,NA,NA
1994-11-26,NA,-79.9983,-2.3567,Boarded,"Gye Inner Roads, Ecuador (GYE is for Guayaquil)",ECU,ECU,0.354074205,-79.99990801,-2.353936456,NA,NA
1994-11-27,NA,125.2833,33.7,Attempted,Yellow Sea,KOR,KOR,40.8694705,125.134288,34.04686107,NA,NA
1994-11-27,NA,-46.3517,-24.0133333,Boarded,"Santos Roads, Brazil",BRA,BRA,2.089366547,-46.3720597,-24.01580169,NA,NA
1994-11-30,NA,53.8958,29.8115,Hijacked,Iranian Territorial Waters,IRN,IRN,279.2807953,52.45964603,27.63263581,NA,Steaming
1994-11-30,NA,53.8958,29.8115,Hijacked,Iranian Territorial Waters,IRN,IRN,279.2807953,52.45964603,27.63263581,NA,Steaming
1994-11-30,NA,90.0183,21.9721,Hijacked,"In the vicinity of Barguana, Bangladesh",BGD,BGD,2.044335111,90.02816817,21.98810456,NA,Steaming
1994-11-30,NA,53.8958,29.8115,Hijacked,Iranian Territorial Waters,IRN,IRN,279.2807953,52.45964603,27.63263581,NA,Steaming
1994-11-30,NA,53.8958,29.8115,Hijacked,Iranian Territorial Waters,IRN,IRN,279.2807953,52.45964603,27.63263581,NA,Steaming
1994-12-06,NA,107.2667,-2.8666667,Boarded,Indonesia,IDN,IDN,8.588474176,107.3412922,-2.886858451,NA,NA
1994-12-09,NA,118.115,5.8233333,Boarded,Malaysia,MYS,MYS,2.110891726,118.0959579,5.82416413,NA,NA
1994-12-28,NA,106.8867,-6.0338333,Boarded,"Jakarta Anchorage, Indonesia",IDN,IDN,9.348946503,106.8377385,-6.102715753,NA,NA
1995-01-05,NA,112.6867,-7.1766667,Boarding,"Inner Anchorage Surabaya Port, Indonesia",IDN,IDN,0.37063782,112.6838485,-7.174899998,NA,NA
1995-01-07,NA,122.185,37.4386667,Boarding,"Subic freeport, Manila, Philippines",CHN,CHN,1.329001911,122.1977645,37.43235912,NA,NA
1995-01-08,NA,98.6767,3.7766667,Boarding,"Belawan Port, Indonesia",IDN,IDN,4.815190419,98.71062259,3.803778387,NA,Anchored
