"year","ISO","ISO_No","Country_N","Adm_N","GID_1","HASC","PWC_Lat","PWC_Lon","Pop","Density","Area","PWD_A","PWD_G","PWD_M","PWD_D1","PWD_D2","PWD_D3","PWD_D4","PWD_D5","PWD_D6","PWD_D7","PWD_D8","PWD_D9","PWD_D10"
"2020","RUS","643","Russia","Omsk","RUS.51_1","RU.OM","55.1126823425293","73.3589096069336","1921834","13.9","138029.8","2370.5","521.6","1175.2","11.2","57.4","160.1","525.1","1175.2","2164.3","3477.9","5301.7","6552.6","9012.1"
"2020","RUS","643","Russia","Orel","RUS.52_1","RU.OL","52.8602638244629","36.3782119750977","728078","30.0","24254.1","2393.0","576.7","1064.0","11.2","81.4","226.8","485.7","1064.0","2146.7","3544.4","4931.8","6811.6","10057.5"
"2020","RUS","643","Russia","Orenburg","RUS.53_1","RU.OB","51.9013671875","55.6133460998535","1935082","15.7","123624.3","1684.0","324.9","496.0","7.1","41.0","112.8","250.9","496.0","1000.6","1856.9","3163.3","5634.5","9018.0"
"2020","RUS","643","Russia","Penza","RUS.54_1","RU.PZ","53.1691513061523","44.9418716430664","1347594","31.6","42612.6","1876.2","473.5","730.5","14.2","74.5","180.3","372.0","730.5","1409.2","2664.5","4042.4","5392.6","8607.8"
"2020","RUS","643","Russia","Perm'","RUS.55_1","RU.PE","58.1292190551758","56.2360992431641","2495830","15.7","158870.9","1011.1","297.2","501.8","10.0","55.6","155.0","297.6","501.8","792.7","1256.1","1901.9","2826.6","6747.1"
"2020","RUS","643","Russia","Primor'ye","RUS.56_1","RU.PR","43.6854248046875","132.570663452148","1888186","11.7","161572.3","2118.7","505.0","962.0","10.4","81.5","244.5","499.5","962.0","1618.8","2615.5","4162.1","6767.5","8911.2"
"2020","RUS","643","Russia","Pskov","RUS.57_1","RU.PS","57.2267684936523","29.1051845550537","597663","11.3","53040.2","1429.5","276.2","588.2","3.5","16.7","118.3","297.3","588.2","1173.9","1999.1","2799.5","4169.2","6998.8"
"2020","RUS","643","Russia","Rostov","RUS.58_1","RU.RO","47.498851776123","40.2585067749023","4264339","42.8","99532.4","2488.6","681.9","1129.5","28.7","120.5","253.9","530.5","1129.5","2086.0","3381.0","4997.7","7060.2","13850.2"
"2020","RUS","643","Russia","Ryazan'","RUS.59_1","RU.RZ","54.4487152099609","40.1320037841797","1112268","28.2","39469.7","2031.4","466.9","752.8","16.2","69.4","149.8","307.9","752.8","1582.2","2410.8","3814.6","6181.6","10620.0"
"2020","RUS","643","Russia","Sakha","RUS.60_1","RU.SK","62.195686340332","126.749397277832","1005795","0.3","3037010.0","459.2","29.7","54.7","0.2","1.2","5.5","19.5","54.7","122.7","262.5","666.7","1711.6","3860.3"
"2020","RUS","643","Russia","Sakhalin","RUS.61_1","RU.SL","47.9120903015137","142.844268798828","459440","5.4","84481.5","989.1","177.9","275.9","3.9","20.2","68.5","153.2","275.9","500.2","990.6","1758.1","3559.1","5009.9"
"2020","RUS","643","Russia","Samara","RUS.62_1","RU.SA","53.3188552856445","49.9766387939453","3317622","63.6","52171.8","3439.0","1204.4","2117.5","62.9","238.7","684.0","1309.9","2117.5","3360.7","5004.4","6760.9","9013.3","12865.3"
"2020","RUS","643","Russia","Saratov","RUS.63_1","RU.SR","51.6307182312012","46.2597961425781","2435226","24.6","99025.5","2051.2","435.4","679.3","11.1","58.1","159.6","332.6","679.3","1282.7","2270.6","3912.4","6924.7","10667.5"
"2020","RUS","643","Russia","Smolensk","RUS.64_1","RU.SM","54.8432006835938","32.7542114257812","943264","19.2","49068.4","2703.7","442.6","525.0","8.0","54.1","151.7","298.5","525.0","1092.6","3760.5","6246.2","8763.3","13227.6"
"2020","RUS","643","Russia","Stavropol'","RUS.65_1","RU.ST","44.6692695617676","42.8936767578125","2864871","42.8","66985.4","1612.1","460.1","617.3","18.9","92.1","212.1","375.8","617.3","1061.4","1829.1","3186.0","5007.1","9131.6"
"2020","RUS","643","Russia","Sverdlovsk","RUS.66_1","RU.SV","57.3392524719238","60.7483749389648","4226090","22.0","192461.7","1916.6","582.7","830.2","37.4","134.3","278.7","499.0","830.2","1325.9","2150.0","3550.1","6196.3","9080.1"
"2020","RUS","643","Russia","Tambov","RUS.67_1","RU.TB","52.7139778137207","41.4678611755371","1029837","30.2","34076.7","2493.4","525.3","825.4","10.6","67.2","167.8","335.0","825.4","2075.4","3540.7","5942.7","7513.5","9837.5"
"2020","RUS","643","Russia","Tatarstan","RUS.68_1","RU.TT","55.5454864501953","50.7444496154785","3970749","59.8","66358.0","2387.8","657.7","940.7","29.4","113.7","249.0","472.1","940.7","1753.9","3001.7","5014.0","7491.7","10168.2"
"2020","RUS","643","Russia","Tomsk","RUS.69_1","RU.TO","56.9845848083496","84.3147888183594","1088025","3.5","312964.4","2687.9","508.1","1246.0","3.8","62.2","257.1","707.4","1246.0","2326.4","4050.3","6376.4","7644.5","8587.3"
"2020","RUS","643","Russia","Tula","RUS.70_1","RU.TL","54.0444793701172","37.7265625","1458875","57.5","25354.4","1881.9","533.5","655.1","35.0","108.2","207.8","359.6","655.1","1179.2","2036.2","3761.2","5992.3","10242.8"
"2020","RUS","643","Russia","Tuva","RUS.71_1","RU.TU","51.4391479492188","93.4850997924805","321828","1.9","167328.8","759.0","72.2","138.3","1.0","2.5","11.1","42.9","138.3","312.3","705.1","1315.3","2724.7","4523.6"
"2020","RUS","643","Russia","Tver'","RUS.72_1","RU.TV","56.9822311401367","35.4415740966797","1285006","15.3","83728.3","1596.6","329.3","545.9","6.6","41.8","129.6","270.6","545.9","1006.3","1807.8","3246.5","5270.8","7897.2"
"2020","RUS","643","Russia","Tyumen'","RUS.73_1","RU.TY","57.0490837097168","66.7909774780273","1456227","9.3","156817.2","2078.2","439.0","761.0","7.8","55.6","192.1","427.5","761.0","1462.6","2676.0","4492.9","6694.3","8280.3"
"2020","RUS","643","Russia","Udmurt","RUS.74_1","RU.UD","56.9798889160156","53.1374702453613","1502117","36.3","41348.1","2771.5","765.1","1530.4","15.9","132.4","337.3","766.7","1530.4","2785.8","4332.1","5671.1","7550.4","10162.4"
"2020","RUS","643","Russia","Ul'yanovsk","RUS.75_1","RU.UL","54.1374130249023","48.3021621704102","1234977","35.3","34948.9","1687.6","479.5","727.9","24.6","84.8","173.1","336.5","727.9","1409.9","2393.1","3576.9","4864.4","9095.1"
"2020","RUS","643","Russia","Vladimir","RUS.76_1","RU.VL","56.0656623840332","40.6152687072754","1378989","47.7","28937.9","1730.8","494.4","647.1","28.4","96.4","189.8","348.0","647.1","1180.7","2123.6","3380.2","5303.3","9330.6"
"2020","RUS","643","Russia","Volgograd","RUS.77_1","RU.VG","49.1749267578125","44.3350639343262","2597608","23.7","109827.5","1944.1","551.2","1215.8","14.7","86.7","240.4","609.6","1215.8","1939.9","2878.7","3975.4","5104.0","8043.1"
"2020","RUS","643","Russia","Vologda","RUS.78_1","RU.VO","59.4594917297363","39.6502304077148","1166586","8.2","141664.8","2431.3","363.6","725.4","4.8","26.8","94.3","237.2","725.4","1923.0","3590.6","5549.5","7561.5","10466.8"
"2020","RUS","643","Russia","Voronezh","RUS.79_1","RU.VR","51.2884292602539","39.761848449707","2351265","45.7","51462.1","2064.4","499.5","538.0","23.6","96.1","189.7","313.1","538.0","1085.5","2260.4","4347.4","7228.2","10211.1"
"2020","RUS","643","Russia","Yamal-Nenets","RUS.80_1","RU.YN","65.362907409668","74.2428894042969","567240","0.8","674722.4","283.3","30.6","42.3","0.6","2.8","8.8","21.2","42.3","79.1","151.6","385.5","1080.9","2563.9"
"2020","RUS","643","Russia","Yaroslavl'","RUS.81_1","RU.YS","57.654956817627","39.4734230041504","1222455","37.5","32621.1","12234.9","1394.1","2289.0","32.7","154.8","476.6","1291.1","2289.0","3505.5","5754.5","8385.1","47464.7","105775.0"
"2020","RUS","643","Russia","Yevrey","RUS.82_1","RU.YV","48.6167831420898","132.659088134766","160341","4.5","35597.7","768.5","130.0","229.6","1.9","10.6","49.8","120.0","229.6","438.1","810.9","1627.9","2539.4","3793.0"
"2020","RUS","643","Russia","Zabaykal'ye","RUS.83_1","RU.ZB","51.5432662963867","114.764221191406","1086653","2.5","427269.8","549.9","73.6","101.3","1.6","7.1","19.9","45.6","101.3","207.3","436.6","908.1","1789.8","4845.8"
"2020","IDN","360","Indonesia","Aceh","IDN.1_1","ID.AC","4.60304355621338","96.8035278320312","4679330","81.8","57192.7","610.5","242.8","244.7","34.3","67.6","105.7","160.0","244.7","400.6","619.6","940.0","1682.3","6201.5"
"2020","IDN","360","Indonesia","Bali","IDN.2_1","ID.BA","-8.49813365936279","115.189506530762","4725227","836.5","5649.0","3555.5","1824.9","1784.9","339.9","561.3","840.7","1276.0","1784.9","2841.8","4192.7","6653.1","10243.1","14187.2"
"2020","IDN","360","Indonesia","Bangka Belitung","IDN.3_1","ID.BB","-2.33503127098083","106.411598205566","1603309","94.7","16923.3","603.9","195.9","141.4","40.6","62.0","84.4","109.8","141.4","191.7","316.0","718.1","1881.5","6344.4"
"2020","IDN","360","Indonesia","Banten","IDN.4_1","ID.BT","-6.25501775741577","106.410774230957","13790632","1458.8","9453.4","6177.1","3667.9","5079.5","602.0","1171.5","2152.3","3454.4","5079.5","7303.7","9066.0","11040.0","13378.5","23630.4"
"2020","IDN","360","Indonesia","Bengkulu","IDN.5_1","ID.BE","-3.68539595603943","102.396774291992","1809784","89.9","20128.7","902.0","233.8","157.0","40.6","66.3","92.1","120.8","157.0","215.6","409.2","1253.0","3102.1","7867.0"
"2020","IDN","360","Indonesia","Gorontalo","IDN.6_1","ID.GO","0.607037544250488","122.781326293945","1254792","103.4","12133.4","1866.0","423.4","307.4","43.4","80.5","126.7","186.6","307.4","592.0","1625.7","2923.3","6277.8","13488.3"
"2020","IDN","360","Indonesia","Jakarta Raya","IDN.7_1","ID.JK","-6.20586204528809","106.831069946289","10304157","15434.0","667.6","16958.5","16387.3","16690.9","11827.8","13890.0","15096.8","15974.5","16690.9","17500.2","18651.0","19787.5","23309.6","25928.8"
"2020","IDN","360","Indonesia","Jambi","IDN.8_1","ID.JA","-1.65633237361908","102.847717285156","3851276","78.4","49145.0","1324.2","228.7","130.6","32.6","54.1","75.2","98.3","130.6","190.4","394.9","1347.8","5944.8","11261.3"
"2020","IDN","360","Indonesia","Jawa Barat","IDN.9_1","ID.JR","-6.73390007019043","107.466705322266","50853836","1367.1","37198.0","6464.8","3103.2","3180.1","534.5","898.8","1364.9","2006.1","3180.1","5066.5","7543.3","11524.4","16814.6","35041.1"
"2020","IDN","360","Indonesia","Jawa Tengah","IDN.10_1","ID.JT","-7.23072099685669","110.146949768066","32563049","942.1","34562.6","2220.3","1426.5","1329.4","441.6","665.7","864.0","1076.4","1329.4","1644.3","2159.3","3367.1","5534.5","16791.4"
"2020","IDN","360","Indonesia","Jawa Timur","IDN.11_1","ID.JI","-7.6505298614502","112.66478729248","38955352","804.0","48452.9","2620.5","1432.9","1262.1","370.2","612.5","815.8","1026.2","1262.1","1589.0","2370.5","3933.8","7023.6","17058.9"
"2020","IDN","360","Indonesia","Kalimantan Barat","IDN.12_1","ID.KB","0.149627089500427","110.011825561523","5073970","34.3","147991.0","707.0","120.2","80.7","15.7","27.3","40.3","56.7","80.7","127.6","226.5","593.4","2558.2","7857.7"
"2020","IDN","360","Indonesia","Kalimantan Selatan","IDN.13_1","ID.KS","-3.1164436340332","115.132865905762","4337731","115.2","37667.6","1968.2","385.0","263.4","48.5","81.5","122.8","176.3","263.4","431.2","812.8","2240.0","8554.4","16526.6"
"2020","IDN","360","Indonesia","Kalimantan Tengah","IDN.14_1","ID.KT","-2.0180356502533","113.372627258301","2673945","17.3","154422.4","121.6","40.0","36.8","7.4","13.1","19.5","27.2","36.8","49.2","67.3","106.5","272.6","2816.3"
"2020","IDN","360","Indonesia","Kalimantan Timur","IDN.15_1","ID.KM","0.235648691654205","116.989547729492","5011254","25.4","197647.7","1814.8","273.7","285.6","11.1","26.7","53.2","112.6","285.6","722.1","1620.4","4059.7","6266.8","12173.9"
"2020","IDN","360","Indonesia","Kepulauan Riau","IDN.16_1","ID.KR","1.07744824886322","104.229507446289","2776956","313.7","8852.6","3284.3","1567.6","2269.2","138.5","435.3","939.8","1588.1","2269.2","3566.2","4771.2","6226.3","7560.7","12031.2"
"2020","IDN","360","Indonesia","Lampung","IDN.17_1","ID.LA","-5.11987066268921","105.159233093262","8474158","251.2","33734.6","1528.7","545.5","440.3","110.4","180.4","249.5","331.7","440.3","601.7","882.0","1627.2","5377.2","12655.0"
"2020","IDN","360","Indonesia","Maluku","IDN.19_1","ID.MA","-4.12723302841187","129.176132202148","2053145","43.6","47069.6","1659.9","194.4","107.3","16.2","29.4","47.0","69.2","107.3","193.7","553.7","2288.4","6539.8","14923.7"
"2020","IDN","360","Indonesia","Maluku Utara","IDN.18_1","ID.MU","0.317980885505676","127.394348144531","1575764","49.0","32174.1","920.2","133.1","97.0","19.4","33.7","51.2","71.6","97.0","130.9","192.5","447.8","2604.7","12476.0"
"2020","IDN","360","Indonesia","Nusa Tenggara Barat","IDN.20_1","ID.NB","-8.60830497741699","116.836029052734","5091942","254.8","19981.3","1801.5","758.9","910.2","100.5","216.9","392.4","643.2","910.2","1209.1","1523.6","2183.2","4895.3","12655.2"
"2020","IDN","360","Indonesia","Nusa Tenggara Timur","IDN.21_1","ID.NT","-9.2458553314209","122.333549499512","5564293","118.0","47152.1","717.0","206.8","156.9","58.5","82.2","103.7","128.0","156.9","195.0","254.9","392.7","1533.9","12639.5"
"2020","IDN","360","Indonesia","Papua","IDN.23_1","ID.PA","-4.0588436126709","138.222030639648","6530727","20.8","313957.8","341.6","73.7","68.6","8.5","20.2","33.0","49.3","68.6","99.2","148.0","246.6","642.0","7494.6"
"2020","IDN","360","Indonesia","Papua Barat","IDN.22_1","ID.IB","-1.44879996776581","132.531967163086","1404506","14.1","99305.3","512.5","67.5","47.0","5.6","11.6","19.0","30.2","47.0","75.6","141.9","662.3","1665.1","5950.8"
"2020","IDN","360","Indonesia","Riau","IDN.24_1","ID.RI","0.612847626209259","101.582176208496","7998945","88.5","90428.7","846.1","228.3","150.9","38.6","60.0","83.4","111.0","150.9","235.0","471.2","1138.4","3135.5","8736.7"
"2020","IDN","360","Indonesia","Sulawesi Barat","IDN.25_1","ID.SR","-2.69730639457703","119.218078613281","1629607","97.8","16658.7","476.0","200.8","185.8","41.2","71.5","105.7","143.4","185.8","243.9","339.5","528.0","1191.9","5129.2"
"2020","IDN","360","Indonesia","Sulawesi Selatan","IDN.26_1","ID.SE","-4.51516962051392","119.866775512695","8972858","198.9","45113.6","2671.0","642.0","423.1","93.9","154.9","213.6","287.8","423.1","707.9","1326.5","4371.3","10773.9","17657.7"
"2020","IDN","360","Indonesia","Sulawesi Tengah","IDN.27_1","ID.ST","-0.75388514995575","120.936187744141","3225866","52.5","61483.0","492.1","129.9","106.6","20.7","33.2","51.7","75.4","106.6","151.4","229.8","474.4","1404.1","5822.5"
"2020","IDN","360","Indonesia","Sulawesi Tenggara","IDN.28_1","ID.SG","-4.44298648834229","122.2685546875","2946576","79.7","36987.0","948.1","220.0","161.7","36.9","63.9","92.5","125.2","161.7","211.0","315.4","848.5","3365.1","10806.4"
"2020","IDN","360","Indonesia","Sulawesi Utara","IDN.29_1","ID.SW","1.43311440944672","124.810859680176","2741796","186.0","14738.8","1437.7","542.2","497.0","80.5","140.4","208.3","313.8","497.0","853.1","1414.2","2398.8","4462.7","9600.8"
